onset	duration	trial_type	ExcludeBlock	RT	ExpValueLeft	ExpValueRight	Choice_isLeft	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage
6.005722515	2.7	forage	0	3.381	n/a	n/a	n/a	41.29209631	95	5	15.14858408	1
18.20331186	2.7	forage	0	8.621	n/a	n/a	n/a	-5.95572825	70	10	56.54562145	0
30.7934442	2.7	engage	0	2.991	42.75	37.4	1	n/a	n/a	n/a	n/a	n/a
41.63757328	2.7	forage	0	11.232	n/a	n/a	n/a	-4.128813105	73.33333333	10	56.09579498	0
57.87514917	2.7	engage	0	1.541	65.45	32.4	1	n/a	n/a	n/a	n/a	n/a
66.72468639	2.7	forage	0	1.229	n/a	n/a	n/a	-17.45791459	66.66666667	10	65.65944872	0
74.52498731	2.7	engage	0	4.693	60.45	38.25	1	n/a	n/a	n/a	n/a	n/a
87.56671178	2.7	forage	0	2.963	n/a	n/a	n/a	34.59025368	83.33333333	20	20.30222323	1
100.6516989	2.7	forage	0	5.659	n/a	n/a	n/a	-3.06129135	65	20	51.20220311	0
110.3719062	2.7	engage	0	1.517	42.8	41	1	n/a	n/a	n/a	n/a	n/a
121.1847159	2.7	forage	0	7.103	n/a	n/a	n/a	-6.698227789	75	5	58.68741512	0
132.453938	2.7	engage	0	1.141	36	25.85	1	n/a	n/a	n/a	n/a	n/a
142.3962456	2.7	forage	0	12.992	n/a	n/a	n/a	18.35186862	90	10	40.60444646	1
164.3955735	2.7	forage	0	6.687	n/a	n/a	n/a	-18.05724058	85	20	70.45427795	0
175.1512781	2.7	engage	0	0.841	40.3	27.8	0	n/a	n/a	n/a	n/a	n/a
186.3959542	2.7	forage	0	2.897	n/a	n/a	n/a	-20.3733397	68.33333333	5	67.3110256	0
192.350191	2.7	engage	0	0.835	27.5	109.85	0	n/a	n/a	n/a	n/a	n/a
200.5068587	2.7	forage	0	5.535	n/a	n/a	n/a	-17.69538756	70	5	65.74714552	0
211.0157272	2.7	engage	0	1.827	68.8	72.8	1	n/a	n/a	n/a	n/a	n/a
219.3389935	2.7	forage	0	2.086	n/a	n/a	n/a	-2.907420821	78.33333333	5	56.54562145	0
225.0148411	2.7	engage	0	4.044	63.9	31.35	1	n/a	n/a	n/a	n/a	n/a
235.0046947	2.7	forage	0	3.324	n/a	n/a	n/a	12.18944889	86.66666667	10	42.53654243	1
244.1914975	2.7	forage	0	2.574	n/a	n/a	n/a	-10.97251983	70	5	58.14020925	0
249.8466476	2.7	engage	0	0.66	69.5	84.7	0	n/a	n/a	n/a	n/a	n/a
259.3408388	2.7	forage	0	1.208	n/a	n/a	n/a	18.13630602	68.33333333	10	26.39784216	1
268.6023794	2.7	forage	0	13.83	n/a	n/a	n/a	6.725468202	63.33333333	5	36.65089784	1
290.2343773	2.7	forage	0	5.037	n/a	n/a	n/a	24.07613634	70	10	20.56254716	1
302.9342271	2.7	forage	0	2.418	n/a	n/a	n/a	-15.35641903	58.33333333	20	54.30478849	0
313.7594918	2.7	engage	0	1.219	86	19.95	1	n/a	n/a	n/a	n/a	n/a
329.5211054	2.7	forage	0	5.19	n/a	n/a	n/a	-19.0224033	70	10	64.57693275	0
338.6245974	2.7	engage	0	1.12	86.4	34.4	1	n/a	n/a	n/a	n/a	n/a
347.7347566	2.7	forage	0	11.045	n/a	n/a	n/a	10.27188606	85	20	46.92580856	1
366.0790024	2.7	forage	0	1.863	n/a	n/a	n/a	-26.00845363	65	10	69.07907047	0
374.722378	2.7	engage	0	0.997	58.8	92.3	0	n/a	n/a	n/a	n/a	n/a
383.2661361	2.7	forage	0	6.297	n/a	n/a	n/a	14.38103885	75	10	35.40488406	1
397.4794778	2.7	forage	0	2.665	n/a	n/a	n/a	-6.465992656	71.66666667	10	52.77244605	0
