onset	duration	trial_type	ExcludeBlock	RT	ExpValueLeft	ExpValueRight	Choice_isLeft	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage
6.005595309	2.7	forage	0	4.619	n/a	n/a	n/a	3.968100196	76.66666667	20	52.79568432	0
13.64423801	2.7	engage	0	0.636	20.2	57	0	n/a	n/a	n/a	n/a	n/a
21.68555021	2.7	forage	0	3.482	n/a	n/a	n/a	15.26112369	93.33333333	10	45.8283537	0
29.22654409	2.7	engage	0	0.885	37.25	76.5	0	n/a	n/a	n/a	n/a	n/a
39.13336245	2.7	forage	0	2.145	n/a	n/a	n/a	21.72460808	70	20	30.28610231	1
47.76378215	2.7	forage	0	1.556	n/a	n/a	n/a	-20.12996496	58.33333333	20	63.0313113	0
54.67497522	2.7	engage	0	1.82	55.8	39.5	0	n/a	n/a	n/a	n/a	n/a
64.69680647	2.7	forage	0	4.486	n/a	n/a	n/a	27.4021964	96.66666667	20	32.30174539	0
73.09050207	2.7	engage	0	1.999	5.6	13.5	0	n/a	n/a	n/a	n/a	n/a
86.18020438	2.7	forage	0	2.219	n/a	n/a	n/a	-7.079261607	71.66666667	5	58.14020925	0
94.13924314	2.7	engage	0	0.982	20.5	64.35	0	n/a	n/a	n/a	n/a	n/a
101.8258626	2.7	forage	0	1.558	n/a	n/a	n/a	-7.275901615	75	20	56.53953523	0
108.3716293	2.7	engage	0	0.862	83.05	40.5	1	n/a	n/a	n/a	n/a	n/a
117.6165161	2.7	forage	0	2.963	n/a	n/a	n/a	39.72061768	93.33333333	5	15.14858408	1
128.1297014	2.7	forage	0	1.959	n/a	n/a	n/a	5.585151652	73.33333333	10	47.22541623	0
134.8915817	2.7	engage	0	1.264	55.8	40.8	1	n/a	n/a	n/a	n/a	n/a
145.329374	2.7	forage	0	7.887	n/a	n/a	n/a	20.50161125	71.66666667	5	30.28610231	1
159.2727084	2.7	forage	0	1.355	n/a	n/a	n/a	-23.01060644	63.33333333	20	65.85061114	0
164.918259	2.7	engage	0	1.475	24.3	84.6	0	n/a	n/a	n/a	n/a	n/a
175.4553287	2.7	forage	0	1.837	n/a	n/a	n/a	-6.342682293	83.33333333	10	61.76399577	0
183.300639	2.7	engage	0	0.836	32.1	70.2	0	n/a	n/a	n/a	n/a	n/a
196.7093247	2.7	forage	0	2.715	n/a	n/a	n/a	-10.40329293	70	20	55	0
205.5324522	2.7	engage	0	1.597	21.5	14.5	0	n/a	n/a	n/a	n/a	n/a
215.570954	2.7	forage	0	1.546	n/a	n/a	n/a	-12.51482152	60	5	56.09579498	0
221.2148025	2.7	engage	0	0.598	21	95.15	0	n/a	n/a	n/a	n/a	n/a
230.2014837	2.7	forage	0	1.482	n/a	n/a	n/a	0.175633352	81.66666667	5	56.54562145	0
238.0971241	2.7	engage	0	0.589	66.15	94.6	0	n/a	n/a	n/a	n/a	n/a
248.5391006	2.7	forage	0	1.35	n/a	n/a	n/a	-1.406671361	76.66666667	20	55.56574116	0
254.1960878	2.7	engage	0	0.941	37.1	57.2	0	n/a	n/a	n/a	n/a	n/a
265.4892393	2.7	forage	0	1.08	n/a	n/a	n/a	-17.78933655	65	5	60.86821588	0
275.3948447	2.7	engage	0	2.008	31.5	27	0	n/a	n/a	n/a	n/a	n/a
286.8561586	2.7	forage	0	3.092	n/a	n/a	n/a	10.92432809	81.66666667	20	42.53654243	0
294.0602719	2.7	engage	0	9.675	15.75	48.4	0	n/a	n/a	n/a	n/a	n/a
312.0838812	2.7	forage	0	1.779	n/a	n/a	n/a	-7.609739617	83.33333333	20	63.0313113	0
317.9255341	2.7	engage	0	1.088	85.2	29.75	1	n/a	n/a	n/a	n/a	n/a
327.9131871	2.7	forage	0	2.5	n/a	n/a	n/a	-4.856078668	66.66666667	5	51.19003068	0
337.7742751	2.7	engage	0	2.242	27	42.4	0	n/a	n/a	n/a	n/a	n/a
352.516213	2.7	forage	0	2.982	n/a	n/a	n/a	25.44992371	86.66666667	5	30.84382073	1
362.6949596	2.7	forage	0	1.103	n/a	n/a	n/a	7.503784183	80	20	46.92580856	0
368.6556933	2.7	engage	0	1.016	40.95	15	1	n/a	n/a	n/a	n/a	n/a
377.5431636	2.7	forage	0	5.062	n/a	n/a	n/a	16.84031152	73.33333333	20	36.35848297	0
387.5045467	2.7	engage	0	0.706	61.6	42.9	1	n/a	n/a	n/a	n/a	n/a
399.1472938	2.7	forage	0	2.461	n/a	n/a	n/a	10.15921734	78.33333333	20	45.87704341	0
405.1035623	2.7	engage	0	4.44	37.8	42	0	n/a	n/a	n/a	n/a	n/a
420.0925865	2.7	forage	0	2.395	n/a	n/a	n/a	4.419070134	61.66666667	20	40.60444646	0
426.0385827	2.7	engage	0	2.372	58	22.8	1	n/a	n/a	n/a	n/a	n/a
435.9063255	2.7	forage	0	2.073	n/a	n/a	n/a	14.50268933	91.66666667	20	45.42915346	0
442.5512418	2.7	engage	0	0.955	79.2	27	1	n/a	n/a	n/a	n/a	n/a
452.5396448	2.7	forage	0	2.105	n/a	n/a	n/a	-16.80633939	66.66666667	20	60.5	0
461.1834273	2.7	engage	0	1.777	32.45	16.3	0	n/a	n/a	n/a	n/a	n/a
472.4776925	2.7	forage	0	1.958	n/a	n/a	n/a	7.40721627	80	20	46.92580856	0
479.235923	2.7	engage	0	2.151	23.4	18	1	n/a	n/a	n/a	n/a	n/a
489.8277029	2.7	forage	0	2.785	n/a	n/a	n/a	2.770923662	80	20	52.79568432	0
496.8311634	2.7	engage	0	0.913	16.2	33.5	0	n/a	n/a	n/a	n/a	n/a
506.9205484	2.7	forage	0	1.166	n/a	n/a	n/a	-18.166442	61.66666667	10	61.91947085	0
512.713541	2.7	engage	0	0.589	50	66	0	n/a	n/a	n/a	n/a	n/a
523.0524913	2.7	forage	0	2.561	n/a	n/a	n/a	3.35383532	68.33333333	10	45.42915346	0
531.6967988	2.7	engage	0	0.608	73.35	44.4	1	n/a	n/a	n/a	n/a	n/a
543.8883392	2.7	forage	0	2.785	n/a	n/a	n/a	24.26993612	78.33333333	5	30.88199789	1
555.1321386	2.7	forage	0	2.623	n/a	n/a	n/a	-4.094250792	73.33333333	20	55	0
561.7272473	2.7	engage	0	0.658	8.7	56	0	n/a	n/a	n/a	n/a	n/a
572.1160414	2.7	forage	0	1.771	n/a	n/a	n/a	-5.319165703	65	20	49.5	0
577.8595919	2.7	engage	0	1.733	22.05	9.9	1	n/a	n/a	n/a	n/a	n/a
587.3526776	2.7	forage	0	1.208	n/a	n/a	n/a	-1.719631809	75	10	56.09579498	0
594.0626269	2.7	engage	0	0.782	44.55	25.2	1	n/a	n/a	n/a	n/a	n/a
606.651573	2.7	forage	0	2.24	n/a	n/a	n/a	-10.65804705	71.66666667	20	60.11712188	0
613.3574496	2.7	engage	0	0.617	11.7	48.95	0	n/a	n/a	n/a	n/a	n/a
