onset	duration	trial_type	ExcludeBlock	RT	ExpValueLeft	ExpValueRight	Choice_isLeft	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage
6.005837168	2.7	forage	0	3.515	n/a	n/a	n/a	-20.52842748	65	10	63.04099391	0
13.5156642	2.7	engage	0	0.615	18.25	92.4	0	n/a	n/a	n/a	n/a	n/a
22.80818146	2.7	forage	0	4.676	n/a	n/a	n/a	15.27591503	93.33333333	10	45.81396811	1
32.89127846	2.7	forage	0	1.987	n/a	n/a	n/a	-10.16257398	78.33333333	20	63.6050752	0
40.54761107	2.7	engage	0	2.968	58.3	66	0	n/a	n/a	n/a	n/a	n/a
52.76087444	2.7	forage	0	8.223	n/a	n/a	n/a	-5.875205808	55	5	45.44575223	0
66.14580174	2.7	engage	0	1.154	30.6	57.6	0	n/a	n/a	n/a	n/a	n/a
82.50528851	2.7	forage	0	9.781	n/a	n/a	n/a	2.151642272	73.33333333	10	48.45261808	0
95.3939716	2.7	engage	0	0.737	8.1	70.65	0	n/a	n/a	n/a	n/a	n/a
105.6048335	2.7	forage	0	2.378	n/a	n/a	n/a	8.312070151	83.33333333	20	45.42915346	0
112.5134217	2.7	engage	0	0.829	33.75	54	0	n/a	n/a	n/a	n/a	n/a
123.656869	2.7	forage	0	1.96	n/a	n/a	n/a	-15.97872508	51.66666667	10	51.46999648	0
131.210294	2.7	engage	0	3.219	40	62.5	0	n/a	n/a	n/a	n/a	n/a
143.8330603	2.7	forage	0	2.745	n/a	n/a	n/a	27.52906628	75	5	25.32334893	1
153.0157173	2.7	forage	0	3.73	n/a	n/a	n/a	-5.099564073	65	5	52.77244605	0
160.8400438	2.7	engage	0	2.29	36	18.6	1	n/a	n/a	n/a	n/a	n/a
170.6802188	2.7	forage	0	11.265	n/a	n/a	n/a	20.84151703	71.66666667	20	30.28610231	1
190.3479646	2.7	forage	0	1.919	n/a	n/a	n/a	-23.18611069	65	20	66	0
197.0711633	2.7	engage	0	2.259	6.7	27	0	n/a	n/a	n/a	n/a	n/a
209.1323189	2.7	forage	0	1.465	n/a	n/a	n/a	-8.273229046	70	10	55	0
216.7366039	2.7	engage	0	0.713	79.5	14.9	1	n/a	n/a	n/a	n/a	n/a
224.7749585	2.7	forage	0	4.496	n/a	n/a	n/a	30.81434871	71.66666667	10	15.14305115	1
236.9645096	2.7	forage	0	6.946	n/a	n/a	n/a	14.06418691	61.66666667	10	30.95530909	0
246.9180797	2.7	engage	0	0.765	32.7	37.75	0	n/a	n/a	n/a	n/a	n/a
256.8116063	2.7	forage	0	1.569	n/a	n/a	n/a	-21.62106869	68.33333333	10	70.45427795	0
264.5836349	2.7	engage	0	1.97	89.05	32	1	n/a	n/a	n/a	n/a	n/a
278.7612637	2.7	forage	0	6.478	n/a	n/a	n/a	9.139518468	88.33333333	5	46.92580856	1
291.892179	2.7	forage	0	1.81	n/a	n/a	n/a	-18.44144661	80	20	68.91723253	0
297.4482577	2.7	engage	0	3.34	57.2	41.5	1	n/a	n/a	n/a	n/a	n/a
309.8919628	2.7	forage	0	1.987	n/a	n/a	n/a	-8.192134869	71.66666667	10	61.68764147	0
316.7976232	2.7	engage	0	2.263	26.4	39.6	0	n/a	n/a	n/a	n/a	n/a
326.4061338	2.7	forage	0	1.319	n/a	n/a	n/a	-2.571111446	88.33333333	5	58.14020925	0
331.9795298	2.7	engage	0	2.689	76.5	84.7	0	n/a	n/a	n/a	n/a	n/a
342.2236055	2.7	forage	0	2.08	n/a	n/a	n/a	-19.58436363	75	10	65.83816206	0
350.028378	2.7	engage	0	3.635	53.4	19.65	1	n/a	n/a	n/a	n/a	n/a
363.3681591	2.7	forage	0	4.458	n/a	n/a	n/a	-4.318131214	71.66666667	10	50.62677934	0
372.9769866	2.7	engage	0	1.778	27.5	45.3	0	n/a	n/a	n/a	n/a	n/a
383.1193339	2.7	forage	0	1.885	n/a	n/a	n/a	-22.65810405	65	10	68.93051154	0
389.7926665	2.7	engage	0	0.659	21.5	87.1	0	n/a	n/a	n/a	n/a	n/a
398.7323291	2.7	forage	0	6.316	n/a	n/a	n/a	15.76122596	83.33333333	20	41.17599718	0
409.958062	2.7	engage	0	2.47	24.8	40.4	0	n/a	n/a	n/a	n/a	n/a
420.0333644	2.7	forage	0	13.746	n/a	n/a	n/a	21.98633369	75	20	26.39784216	1
441.0300682	2.7	forage	0	1.524	n/a	n/a	n/a	-24.41805241	53.33333333	20	60.5943363	0
448.8269994	2.7	engage	0	1.283	56.4	31.2	1	n/a	n/a	n/a	n/a	n/a
463.2799925	2.7	forage	0	6.419	n/a	n/a	n/a	4.594113308	81.66666667	5	49.5	0
473.804143	2.7	engage	0	0.614	5.7	58.05	0	n/a	n/a	n/a	n/a	n/a
485.0004949	2.7	forage	0	2.145	n/a	n/a	n/a	-30.18433345	56.66666667	5	66.17179719	0
491.8532902	2.7	engage	0	1.834	35.75	26	1	n/a	n/a	n/a	n/a	n/a
500.1926172	2.7	forage	0	2.969	n/a	n/a	n/a	-1.824093355	76.66666667	20	49.5	0
506.3687635	2.7	engage	0	2.284	15.7	45.9	0	n/a	n/a	n/a	n/a	n/a
517.1922109	2.7	forage	0	7.107	n/a	n/a	n/a	-0.740507687	81.66666667	5	57.20348574	0
528.2007291	2.7	engage	0	2.321	27	23.65	1	n/a	n/a	n/a	n/a	n/a
538.7772305	2.7	forage	0	12.187	n/a	n/a	n/a	19.86361015	86.66666667	20	36.3604195	0
553.8825055	2.7	engage	0	1.232	45.9	52.85	0	n/a	n/a	n/a	n/a	n/a
565.3264063	2.7	forage	0	3.902	n/a	n/a	n/a	-1.398537968	75	20	52.67451335	0
572.4481204	2.7	engage	0	4.506	56.5	64.35	0	n/a	n/a	n/a	n/a	n/a
585.1955238	2.7	forage	0	1.47	n/a	n/a	n/a	-23.51360428	53.33333333	20	58.13854937	0
595.9632658	2.7	engage	0	2.193	68.2	75	0	n/a	n/a	n/a	n/a	n/a
606.1555563	2.7	forage	0	1.287	n/a	n/a	n/a	-27.22143588	58.33333333	10	66.17179719	0
615.1288272	2.7	engage	0	1.481	26	59.5	0	n/a	n/a	n/a	n/a	n/a
626.1195451	2.7	forage	0	6.284	n/a	n/a	n/a	20.76232249	98.33333333	10	38.14589306	1
640.1523835	2.7	forage	0	5.371	n/a	n/a	n/a	19.22431803	90	5	40.60444646	1
650.8838411	2.7	forage	0	1.213	n/a	n/a	n/a	-18.91220596	88.33333333	20	71.5	0
659.626087	2.7	engage	0	0.732	12.4	109.85	0	n/a	n/a	n/a	n/a	n/a
668.6870387	2.7	forage	0	1.928	n/a	n/a	n/a	-4.940363496	66.66666667	20	51.20220311	0
676.6425314	2.7	engage	0	1.344	42.8	69.5	0	n/a	n/a	n/a	n/a	n/a
687.7676564	2.7	forage	0	1.333	n/a	n/a	n/a	-16.29638851	78.33333333	10	65.66608822	0
696.3737639	2.7	engage	0	0.916	45.9	106.6	0	n/a	n/a	n/a	n/a	n/a
709.2176865	2.7	forage	0	6.893	n/a	n/a	n/a	1.540051641	61.66666667	5	40.61163925	0
721.1722636	2.7	engage	0	0.951	38.1	60	0	n/a	n/a	n/a	n/a	n/a
733.1358337	2.7	forage	0	5.624	n/a	n/a	n/a	24.79224385	91.66666667	20	32.30174539	1
744.317141	2.7	forage	0	1.403	n/a	n/a	n/a	-18.49795617	68.33333333	20	65.66608822	0
749.8871822	2.7	engage	0	1.74	23.4	68.25	0	n/a	n/a	n/a	n/a	n/a
760.0791048	2.7	forage	0	1.253	n/a	n/a	n/a	-14.37629898	76.66666667	5	67.46816056	0
765.652881	2.7	engage	0	0.581	104.65	25.5	1	n/a	n/a	n/a	n/a	n/a
776.6938209	2.7	forage	0	1.222	n/a	n/a	n/a	-20.05729926	65	20	65.73607967	0
783.5851444	2.7	engage	0	1.937	87.1	48.4	1	n/a	n/a	n/a	n/a	n/a
