onset	duration	trial_type	ExcludeBlock	RT	ExpValueLeft	ExpValueRight	Choice_isLeft	SearchEvidence	SearchValue	SearchCosts	OfferValue	Choice_isForage
6.005719991	2.7	forage	0	2.163	n/a	n/a	n/a	16.11542511	70	5	32.28846637	1
15.29336765	2.7	forage	0	2.013	n/a	n/a	n/a	29.15580035	71.66666667	5	20.30222323	1
26.14149566	2.7	forage	0	1.109	n/a	n/a	n/a	-6.719031571	55	5	47.22541623	0
32.90075429	2.7	engage	0	1.303	40.05	69.6	0	n/a	n/a	n/a	n/a	n/a
44.30924864	2.7	forage	0	1.84	n/a	n/a	n/a	-3.687857754	66.66666667	20	51.20220311	0
50.16276783	2.7	engage	0	0.773	26.8	68	0	n/a	n/a	n/a	n/a	n/a
58.85307256	2.7	forage	0	1.674	n/a	n/a	n/a	12.19586708	78.33333333	20	40.43624566	0
64.64526539	2.7	engage	0	1.852	31	16.8	0	n/a	n/a	n/a	n/a	n/a
75.98440632	2.7	forage	0	2.014	n/a	n/a	n/a	35.74086146	80	5	15.14305115	1
84.38361129	2.7	forage	0	1.006	n/a	n/a	n/a	-13.80509867	63.33333333	10	58.68741512	0
91.22700185	2.7	engage	0	0.901	14.8	78.1	0	n/a	n/a	n/a	n/a	n/a
102.5715706	2.7	forage	0	1.134	n/a	n/a	n/a	-12.18443237	71.66666667	10	58.14020925	0
108.1926285	2.7	engage	0	1.848	73.5	37.95	1	n/a	n/a	n/a	n/a	n/a
120.0329564	2.7	forage	0	1.151	n/a	n/a	n/a	34.62304545	86.66666667	10	20.30581963	1
130.7312092	2.7	forage	0	1.699	n/a	n/a	n/a	5.175014671	71.66666667	20	45.88368291	0
137.5241225	2.7	engage	0	0.89	16.45	46.35	0	n/a	n/a	n/a	n/a	n/a
148.8638274	2.7	forage	0	2.584	n/a	n/a	n/a	27.87472629	105	20	32.28846637	0
157.6728669	2.7	engage	0	0.977	18	15.2	1	n/a	n/a	n/a	n/a	n/a
166.1121225	2.7	forage	0	1.502	n/a	n/a	n/a	-19.80577268	60	5	63.04099391	0
173.9719019	2.7	engage	0	0.979	37.25	54	0	n/a	n/a	n/a	n/a	n/a
183.2662183	2.7	forage	0	1.816	n/a	n/a	n/a	32.92593263	83.33333333	20	25.32334893	0
189.9709922	2.7	engage	0	0.454	24.9	23.25	0	n/a	n/a	n/a	n/a	n/a
199.2282071	2.7	forage	0	1.652	n/a	n/a	n/a	2.59233942	78.33333333	10	54.30478849	0
207.8532283	2.7	engage	0	1.669	29	19.95	1	n/a	n/a	n/a	n/a	n/a
219.2993747	2.7	forage	0	1.257	n/a	n/a	n/a	-11.58964338	71.66666667	20	61.91947085	0
228.1519187	2.7	engage	0	0.887	39.5	74.4	0	n/a	n/a	n/a	n/a	n/a
238.6570764	2.7	forage	0	3.142	n/a	n/a	n/a	0.684735845	73.33333333	20	51.46999648	0
247.8506981	2.7	engage	0	0.909	31.75	21	0	n/a	n/a	n/a	n/a	n/a
262.7934319	2.7	forage	0	3.482	n/a	n/a	n/a	9.970913603	81.66666667	10	47.22541623	0
270.1827154	2.7	engage	0	0.76	50.4	61.2	0	n/a	n/a	n/a	n/a	n/a
279.3295121	2.7	forage	0	7.749	n/a	n/a	n/a	-20.22939155	65	10	65.66608822	0
290.1814331	2.7	engage	0	0.827	74.7	115.7	0	n/a	n/a	n/a	n/a	n/a
301.4712933	2.7	forage	0	1.225	n/a	n/a	n/a	-9.020818872	81.66666667	20	65.85061114	0
308.1675261	2.7	engage	0	0.957	12.9	82.8	0	n/a	n/a	n/a	n/a	n/a
320.5046767	2.7	forage	0	1.168	n/a	n/a	n/a	-16.85665208	56.66666667	10	57.20348574	0
326.4792565	2.7	engage	0	1.106	36.75	64.9	0	n/a	n/a	n/a	n/a	n/a
338.1689429	2.7	forage	0	1.895	n/a	n/a	n/a	5.816021998	78.33333333	10	46.92580856	0
345.0655788	2.7	engage	0	7.266	10.2	36.45	0	n/a	n/a	n/a	n/a	n/a
359.7853088	2.7	forage	0	1.112	n/a	n/a	n/a	17.93883607	76.66666667	5	36.3604195	0
368.4441547	2.7	engage	0	1.045	53.4	16.45	1	n/a	n/a	n/a	n/a	n/a
379.6858037	2.7	forage	0	1.949	n/a	n/a	n/a	6.144898815	80	5	51.20220311	0
388.3421359	2.7	engage	0	2.098	37.6	22.5	0	n/a	n/a	n/a	n/a	n/a
397.6885305	2.7	forage	0	2.485	n/a	n/a	n/a	-25.91660715	61.66666667	20	67.30604597	0
403.5579251	2.7	engage	0	2.003	92.95	50.05	1	n/a	n/a	n/a	n/a	n/a
411.9662796	2.7	forage	0	0.881	n/a	n/a	n/a	-6.030219808	81.66666667	10	60.11712188	0
417.5236759	2.7	engage	0	0.876	78.1	22.65	1	n/a	n/a	n/a	n/a	n/a
428.0708653	2.7	forage	0	1.478	n/a	n/a	n/a	-15.29310397	70	20	65.66608822	0
436.8737013	2.7	engage	0	0.696	50.4	68.9	0	n/a	n/a	n/a	n/a	n/a
448.2667482	2.7	forage	0	1.945	n/a	n/a	n/a	3.132334054	81.66666667	5	50.64669785	0
455.0257361	2.7	engage	0	0.618	17.4	83.5	0	n/a	n/a	n/a	n/a	n/a
465.0837279	2.7	forage	0	1.408	n/a	n/a	n/a	-22.38151334	76.66666667	5	71.5	0
475.8867968	2.7	engage	0	1.881	12.5	87.75	0	n/a	n/a	n/a	n/a	n/a
483.8113899	2.7	forage	0	2.397	n/a	n/a	n/a	-25.70445652	55	20	65.66608822	0
489.4692363	2.7	engage	0	1.066	72.9	69.55	0	n/a	n/a	n/a	n/a	n/a
500.7589956	2.7	forage	0	1.345	n/a	n/a	n/a	-17.97620173	76.66666667	10	71.4723354	0
509.7013942	2.7	engage	0	0.82	17.25	50.05	0	n/a	n/a	n/a	n/a	n/a
519.1631608	2.7	forage	0	1.488	n/a	n/a	n/a	12.35613735	85	20	45.42915346	0
525.8170453	2.7	engage	0	1.639	42.3	44.4	1	n/a	n/a	n/a	n/a	n/a
534.8589034	2.7	forage	0	1.1	n/a	n/a	n/a	-18.60721292	85	10	71.5	0
540.6828237	2.7	engage	0	0.805	11.8	35.1	0	n/a	n/a	n/a	n/a	n/a
553.1406021	2.7	forage	0	4.013	n/a	n/a	n/a	17.27385276	80	20	40.60444646	0
562.3147709	2.7	engage	0	0.594	52	45	1	n/a	n/a	n/a	n/a	n/a
572.5640395	2.7	forage	0	1.082	n/a	n/a	n/a	-25.52369599	66.66666667	10	71.5	0
578.5305001	2.7	engage	0	3.382	13.9	108.55	0	n/a	n/a	n/a	n/a	n/a
